1183501340 1 0 0 0 0 0
1183549919 2 0 0 0 0 0
1183587432 3 0 0 0 0 0
1183634758 4 0 0 0 0 0
1183650066 5 0 0 0 0 0
1183654163 6 0 0 0 0 0
1183663407 7 0 0 0 0 0
1183664488 8 0 0 0 0 0
1183720424 9 0 0 0 0 0
1183721297 10 0 0 0 0 0
1183728889 11 0 0 0 0 0
1183810601 12 0 0 0 0 0
1183811142 13 0 0 0 0 0
1183945190 14 0 0 0 0 0
1183946501 15 0 0 0 0 0
1184193508 16 0 0 0 0 0
1184199196 17 0 0 0 0 0
1184339850 18 0 0 0 0 0
1184428968 19 0 0 0 0 0
1184429458 20 0 0 0 0 0
1184430216 21 0 0 0 0 0
1184431745 22 0 0 0 0 0
1184767328 23 0 0 0 0 0
1184845524 24 0 0 0 0 0
1184847904 25 0 0 0 0 0
1185536907 26 0 0 0 0 0
1185583166 27 0 0 0 0 0
1185584902 28 0 0 0 0 0
1187878819 29 0 0 0 0 0
1187880619 30 0 0 0 0 0
1187884995 31 0 0 0 0 0
1187888390 32 0 0 0 0 0
1187957326 33 0 0 0 0 0
1187997850 34 0 0 0 0 0
1188000240 35 0 0 0 0 0
1188040909 36 0 0 0 0 0
1188084618 37 0 0 0 0 0
1188113649 38 0 0 0 0 0
1188161679 39 0 0 0 0 0
1188339013 40 0 0 0 0 0
1188387918 41 0 0 0 0 0
1188389447 42 0 0 0 0 0
1188398415 43 0 0 0 0 0
1188423116 44 0 0 0 0 0
1188559794 45 0 0 0 0 0
1188747945 46 0 0 0 0 0
1188999047 47 0 0 0 0 0
1189556820 48 0 0 0 0 0
1189557450 49 0 0 0 0 0
1189687930 50 0 0 0 0 0
1189719478 51 0 0 0 0 0
1189730380 52 0 0 0 0 0
1189777541 53 0 0 0 0 0
1189849950 54 0 0 0 0 0
1190004436 55 0 0 0 0 0
1190122631 56 0 0 0 0 0
1190132099 57 0 0 0 0 0
1190418213 58 0 0 0 0 0
1190466551 59 0 0 0 0 0
1190466666 60 0 0 0 0 0
1190471000 61 0 0 0 0 0
1190490323 62 0 0 0 0 0
1190804717 63 0 0 0 0 0
1190806213 64 0 0 0 0 0
1190904812 65 0 0 0 0 0
1190909358 66 0 0 0 0 0
1190911564 67 0 0 0 0 0
1190914347 68 0 0 0 0 0
1190946812 69 0 0 0 0 0
1190952584 70 0 0 0 0 0
1190953743 71 0 0 0 0 0
1191018660 72 0 0 0 0 0
1191069979 73 0 0 0 0 0
1191197970 74 0 0 0 0 0
1191204621 75 0 0 0 0 0
1191270938 76 0 0 0 0 0
1191280631 77 0 0 0 0 0
1191345243 78 0 0 0 0 0
1191349660 79 0 0 0 0 0
1191439700 80 0 0 0 0 0
1191543166 81 0 0 0 0 0
1191969745 82 0 0 0 0 0
1191972614 83 0 0 0 0 0
1192029281 84 0 0 0 0 0
1192062882 85 0 0 0 0 0
1192106999 86 0 0 0 0 0
1192135870 87 0 0 0 0 0
1192321656 88 0 0 0 0 0
1192368082 89 0 0 0 0 0
1192368668 90 0 0 0 0 0
1192375231 91 0 0 0 0 0
1192383245 92 0 0 0 0 0
1192383438 93 0 0 0 0 0
1192392614 94 0 0 0 0 0
1192435848 95 0 0 0 0 0
1192456469 96 0 0 0 0 0
1192472391 97 0 0 0 0 0
1192487716 98 0 0 0 0 0
1192488067 99 0 0 0 0 0
1192495514 100 0 0 0 0 0
1192497117 101 0 0 0 0 0
1192559552 102 0 0 0 0 0
1192577116 103 0 0 0 0 0
1192623758 104 0 0 0 0 0
1192671403 105 0 0 0 0 0
1193264752 106 0 0 0 0 0
1193270655 107 0 0 0 0 0
