1183501340 31 0 0 0 0 0 0 0 0 0 0
1183549919 88778 0 0 0 0 0 0 0 0 0 0
1183587432 197289 0 0 0 0 0 0 0 0 0 0
1183634758 359269 0 0 0 0 0 0 0 0 0 0
1183650066 392929 0 0 0 0 0 0 0 0 0 0
1183654163 473101 0 0 0 0 0 0 0 0 0 0
1183663407 473120 0 0 0 0 0 0 0 0 0 0
1183664488 473838 0 0 0 0 0 0 0 0 0 0
1183720424 478083 0 0 0 0 0 0 0 0 0 0
1183721297 478093 0 0 0 0 0 0 0 0 0 0
1183728889 478263 0 0 0 0 0 0 0 0 0 0
1183810601 478276 0 0 0 0 0 0 0 0 0 0
1183811142 478292 0 0 0 0 0 0 0 0 0 0
1183945190 478293 0 0 0 0 0 0 0 0 0 0
1183946501 478345 0 0 0 0 0 0 0 0 0 0
1184193508 478427 0 0 0 0 0 0 0 0 0 0
1184199196 478462 0 0 0 0 0 0 0 0 0 0
1184339850 478486 0 0 0 0 0 0 0 0 0 0
1184428968 478486 0 0 0 0 0 0 0 0 0 0
1184429458 478486 0 0 0 0 0 0 0 0 0 0
1184430216 478486 0 0 0 0 0 0 0 0 0 0
1184431745 478490 0 0 0 0 0 0 0 0 0 0
1184767328 478556 0 0 0 0 0 0 0 0 0 0
1184845524 478607 0 0 0 0 0 0 0 0 0 0
1184847904 478781 0 0 0 0 0 0 0 0 0 0
1185536907 478887 0 0 0 0 0 0 0 0 0 0
1185583166 482729 0 0 0 0 0 0 0 0 0 0
1185584902 482739 0 0 0 0 0 0 0 0 0 0
1187878819 482764 0 0 0 0 0 0 0 0 0 0
1187880619 482768 0 0 0 0 0 0 0 0 0 0
1187884995 482779 0 0 0 0 0 0 0 0 0 0
1187888390 482823 0 0 0 0 0 0 0 0 0 0
1187957326 483378 0 0 0 0 0 0 0 0 0 0
1187997850 483384 0 0 0 0 0 0 0 0 0 0
1188000240 483391 0 0 0 0 0 0 0 0 0 0
1188040909 484652 0 0 0 0 0 0 0 0 0 0
1188084618 484704 0 0 0 0 0 0 0 0 0 0
1188113649 484723 0 0 0 0 0 0 0 0 0 0
1188161679 484735 0 0 0 0 0 0 0 0 0 0
1188339013 484762 0 0 0 0 0 0 0 0 0 0
1188387918 484847 0 0 0 0 0 0 0 0 0 0
1188389447 484847 0 0 0 0 0 0 0 0 0 0
1188398415 484850 0 0 0 0 0 0 0 0 0 0
1188423116 484860 0 0 0 0 0 0 0 0 0 0
